Dates,Unnamed: 0_y,Month,DatePublishKey,DateReferenceDataKey,Year,isLatest,ProductName,LocationName,Area Harvested_Million Acres,Area Planted_Million Acres,Average Farm Price_US Dollars/Bushel,Begining Stocks_Million Bushels,Crushing_Million Bushels,Ending Stocks_Million Bushels,Exports_Million Bushels,Imports_Million Bushels,Production_Million Bushels,Residual Use_Million Bushels,Seed Use_Million Bushels,Total demand_Million Bushels,Total Supply_Million Bushels,Yield_Bushels/Acre,Date
17/7/2008,,,,,,,,,,,,,,,,,,,,,,,
18/7/2008,,,,,,,,,,,,,,,,,,,,,,,
21/7/2008,,,,,,,,,,,,,,,,,,,,,,,
22/7/2008,,,,,,,,,,,,,,,,,,,,,,,
23/7/2008,,,,,,,,,,,,,,,,,,,,,,,
24/7/2008,,,,,,,,,,,,,,,,,,,,,,,
25/7/2008,,,,,,,,,,,,,,,,,,,,,,,
28/7/2008,,,,,,,,,,,,,,,,,,,,,,,
29/7/2008,,,,,,,,,,,,,,,,,,,,,,,
30/7/2008,,,,,,,,,,,,,,,,,,,,,,,
31/7/2008,,,,,,,,,,,,,,,,,,,,,,,
1/8/2008,,,,,,,,,,,,,,,,,,,,,,,
4/8/2008,,,,,,,,,,,,,,,,,,,,,,,
5/8/2008,,,,,,,,,,,,,,,,,,,,,,,
6/8/2008,,,,,,,,,,,,,,,,,,,,,,,
7/8/2008,,,,,,,,,,,,,,,,,,,,,,,
8/8/2008,,,,,,,,,,,,,,,,,,,,,,,
11/8/2008,,,,,,,,,,,,,,,,,,,,,,,
12/8/2008,103,8,20080812,20080812,2008,1,Soybean,United States of America,73.3,74.8,12.25,135,1815,135,1000,8,2973,75,90,2980,3116,40.5,12
13/8/2008,,,,,,,,,,,,,,,,,,,,,,,
14/8/2008,,,,,,,,,,,,,,,,,,,,,,,
15/8/2008,,,,,,,,,,,,,,,,,,,,,,,
18/8/2008,,,,,,,,,,,,,,,,,,,,,,,
19/8/2008,,,,,,,,,,,,,,,,,,,,,,,
20/8/2008,,,,,,,,,,,,,,,,,,,,,,,
21/8/2008,,,,,,,,,,,,,,,,,,,,,,,
22/8/2008,,,,,,,,,,,,,,,,,,,,,,,
25/8/2008,,,,,,,,,,,,,,,,,,,,,,,
26/8/2008,,,,,,,,,,,,,,,,,,,,,,,
27/8/2008,,,,,,,,,,,,,,,,,,,,,,,
28/8/2008,,,,,,,,,,,,,,,,,,,,,,,
29/8/2008,,,,,,,,,,,,,,,,,,,,,,,
1/9/2008,,,,,,,,,,,,,,,,,,,,,,,
2/9/2008,,,,,,,,,,,,,,,,,,,,,,,
3/9/2008,,,,,,,,,,,,,,,,,,,,,,,
4/9/2008,,,,,,,,,,,,,,,,,,,,,,,
5/9/2008,,,,,,,,,,,,,,,,,,,,,,,
8/9/2008,,,,,,,,,,,,,,,,,,,,,,,
9/9/2008,,,,,,,,,,,,,,,,,,,,,,,
10/9/2008,,,,,,,,,,,,,,,,,,,,,,,
11/9/2008,,,,,,,,,,,,,,,,,,,,,,,
12/9/2008,104,9,20080912,20080912,2008,1,Soybean,United States of America,73.3,74.8,12.35,140,1785,135,1000,10,2934,74,90,2949,3084,40,12
15/9/2008,,,,,,,,,,,,,,,,,,,,,,,
16/9/2008,,,,,,,,,,,,,,,,,,,,,,,
17/9/2008,,,,,,,,,,,,,,,,,,,,,,,
18/9/2008,,,,,,,,,,,,,,,,,,,,,,,
19/9/2008,,,,,,,,,,,,,,,,,,,,,,,
22/9/2008,,,,,,,,,,,,,,,,,,,,,,,
23/9/2008,,,,,,,,,,,,,,,,,,,,,,,
24/9/2008,,,,,,,,,,,,,,,,,,,,,,,
25/9/2008,,,,,,,,,,,,,,,,,,,,,,,
26/9/2008,,,,,,,,,,,,,,,,,,,,,,,
29/9/2008,,,,,,,,,,,,,,,,,,,,,,,
30/9/2008,,,,,,,,,,,,,,,,,,,,,,,
1/10/2008,,,,,,,,,,,,,,,,,,,,,,,
2/10/2008,,,,,,,,,,,,,,,,,,,,,,,
3/10/2008,,,,,,,,,,,,,,,,,,,,,,,
6/10/2008,,,,,,,,,,,,,,,,,,,,,,,
7/10/2008,,,,,,,,,,,,,,,,,,,,,,,
8/10/2008,,,,,,,,,,,,,,,,,,,,,,,
9/10/2008,,,,,,,,,,,,,,,,,,,,,,,
10/10/2008,105,10,20081010,20081010,2008,1,Soybean,United States of America,75.5,77,10.35,205,1760,220,1050,7,2983,75,90,2975,3195,39.5,10
13/10/2008,,,,,,,,,,,,,,,,,,,,,,,
14/10/2008,,,,,,,,,,,,,,,,,,,,,,,
15/10/2008,,,,,,,,,,,,,,,,,,,,,,,
16/10/2008,,,,,,,,,,,,,,,,,,,,,,,
17/10/2008,,,,,,,,,,,,,,,,,,,,,,,
20/10/2008,,,,,,,,,,,,,,,,,,,,,,,
21/10/2008,,,,,,,,,,,,,,,,,,,,,,,
22/10/2008,,,,,,,,,,,,,,,,,,,,,,,
23/10/2008,,,,,,,,,,,,,,,,,,,,,,,
24/10/2008,,,,,,,,,,,,,,,,,,,,,,,
27/10/2008,,,,,,,,,,,,,,,,,,,,,,,
28/10/2008,,,,,,,,,,,,,,,,,,,,,,,
29/10/2008,,,,,,,,,,,,,,,,,,,,,,,
30/10/2008,,,,,,,,,,,,,,,,,,,,,,,
31/10/2008,,,,,,,,,,,,,,,,,,,,,,,
3/11/2008,,,,,,,,,,,,,,,,,,,,,,,
4/11/2008,,,,,,,,,,,,,,,,,,,,,,,
5/11/2008,,,,,,,,,,,,,,,,,,,,,,,
6/11/2008,,,,,,,,,,,,,,,,,,,,,,,
7/11/2008,,,,,,,,,,,,,,,,,,,,,,,
10/11/2008,106,11,20081110,20081110,2008,1,Soybean,United States of America,74.4,75.9,9.85,205,1745,205,1020,7,2921,72,90,2928,3133,39.3,10
11/11/2008,,,,,,,,,,,,,,,,,,,,,,,
12/11/2008,,,,,,,,,,,,,,,,,,,,,,,
13/11/2008,,,,,,,,,,,,,,,,,,,,,,,
14/11/2008,,,,,,,,,,,,,,,,,,,,,,,
17/11/2008,,,,,,,,,,,,,,,,,,,,,,,
18/11/2008,,,,,,,,,,,,,,,,,,,,,,,
19/11/2008,,,,,,,,,,,,,,,,,,,,,,,
20/11/2008,,,,,,,,,,,,,,,,,,,,,,,
21/11/2008,,,,,,,,,,,,,,,,,,,,,,,
24/11/2008,,,,,,,,,,,,,,,,,,,,,,,
25/11/2008,,,,,,,,,,,,,,,,,,,,,,,
26/11/2008,,,,,,,,,,,,,,,,,,,,,,,
27/11/2008,,,,,,,,,,,,,,,,,,,,,,,
28/11/2008,,,,,,,,,,,,,,,,,,,,,,,
1/12/2008,,,,,,,,,,,,,,,,,,,,,,,
2/12/2008,,,,,,,,,,,,,,,,,,,,,,,
3/12/2008,,,,,,,,,,,,,,,,,,,,,,,
4/12/2008,,,,,,,,,,,,,,,,,,,,,,,
5/12/2008,,,,,,,,,,,,,,,,,,,,,,,
8/12/2008,,,,,,,,,,,,,,,,,,,,,,,
9/12/2008,,,,,,,,,,,,,,,,,,,,,,,
10/12/2008,,,,,,,,,,,,,,,,,,,,,,,
11/12/2008,107,12,20081211,20081211,2008,1,Soybean,United States of America,74.4,75.9,9.85,205,1745,205,1020,7,2921,72,90,2928,3133,39.3,11
12/12/2008,,,,,,,,,,,,,,,,,,,,,,,
15/12/2008,,,,,,,,,,,,,,,,,,,,,,,
16/12/2008,,,,,,,,,,,,,,,,,,,,,,,
17/12/2008,,,,,,,,,,,,,,,,,,,,,,,
18/12/2008,,,,,,,,,,,,,,,,,,,,,,,
19/12/2008,,,,,,,,,,,,,,,,,,,,,,,
22/12/2008,,,,,,,,,,,,,,,,,,,,,,,
23/12/2008,,,,,,,,,,,,,,,,,,,,,,,
24/12/2008,,,,,,,,,,,,,,,,,,,,,,,
25/12/2008,,,,,,,,,,,,,,,,,,,,,,,
26/12/2008,,,,,,,,,,,,,,,,,,,,,,,
29/12/2008,,,,,,,,,,,,,,,,,,,,,,,
30/12/2008,,,,,,,,,,,,,,,,,,,,,,,
31/12/2008,,,,,,,,,,,,,,,,,,,,,,,
1/1/2009,,,,,,,,,,,,,,,,,,,,,,,
2/1/2009,,,,,,,,,,,,,,,,,,,,,,,
5/1/2009,,,,,,,,,,,,,,,,,,,,,,,
6/1/2009,,,,,,,,,,,,,,,,,,,,,,,
7/1/2009,,,,,,,,,,,,,,,,,,,,,,,
8/1/2009,,,,,,,,,,,,,,,,,,,,,,,
9/1/2009,,,,,,,,,,,,,,,,,,,,,,,
12/1/2009,108,1,20090112,20090112,2009,1,Soybean,United States of America,74.6,75.7,9,205,1685,225,1100,9,2959,73,90,2948,3173,39.6,12
13/1/2009,,,,,,,,,,,,,,,,,,,,,,,
14/1/2009,,,,,,,,,,,,,,,,,,,,,,,
15/1/2009,,,,,,,,,,,,,,,,,,,,,,,
16/1/2009,,,,,,,,,,,,,,,,,,,,,,,
19/1/2009,,,,,,,,,,,,,,,,,,,,,,,
20/1/2009,,,,,,,,,,,,,,,,,,,,,,,
21/1/2009,,,,,,,,,,,,,,,,,,,,,,,
22/1/2009,,,,,,,,,,,,,,,,,,,,,,,
23/1/2009,,,,,,,,,,,,,,,,,,,,,,,
26/1/2009,,,,,,,,,,,,,,,,,,,,,,,
27/1/2009,,,,,,,,,,,,,,,,,,,,,,,
28/1/2009,,,,,,,,,,,,,,,,,,,,,,,
29/1/2009,,,,,,,,,,,,,,,,,,,,,,,
30/1/2009,,,,,,,,,,,,,,,,,,,,,,,
2/2/2009,,,,,,,,,,,,,,,,,,,,,,,
3/2/2009,,,,,,,,,,,,,,,,,,,,,,,
4/2/2009,,,,,,,,,,,,,,,,,,,,,,,
5/2/2009,,,,,,,,,,,,,,,,,,,,,,,
6/2/2009,,,,,,,,,,,,,,,,,,,,,,,
9/2/2009,,,,,,,,,,,,,,,,,,,,,,,
10/2/2009,109,2,20090210,20090210,2009,1,Soybean,United States of America,74.6,75.7,9.25,205,1650,210,1150,9,2959,73,90,2963,3173,39.6,10
11/2/2009,,,,,,,,,,,,,,,,,,,,,,,
12/2/2009,,,,,,,,,,,,,,,,,,,,,,,
13/2/2009,,,,,,,,,,,,,,,,,,,,,,,
16/2/2009,,,,,,,,,,,,,,,,,,,,,,,
17/2/2009,,,,,,,,,,,,,,,,,,,,,,,
18/2/2009,,,,,,,,,,,,,,,,,,,,,,,
19/2/2009,,,,,,,,,,,,,,,,,,,,,,,
20/2/2009,,,,,,,,,,,,,,,,,,,,,,,
23/2/2009,,,,,,,,,,,,,,,,,,,,,,,
24/2/2009,,,,,,,,,,,,,,,,,,,,,,,
25/2/2009,,,,,,,,,,,,,,,,,,,,,,,
26/2/2009,,,,,,,,,,,,,,,,,,,,,,,
27/2/2009,,,,,,,,,,,,,,,,,,,,,,,
2/3/2009,,,,,,,,,,,,,,,,,,,,,,,
3/3/2009,,,,,,,,,,,,,,,,,,,,,,,
4/3/2009,,,,,,,,,,,,,,,,,,,,,,,
5/3/2009,,,,,,,,,,,,,,,,,,,,,,,
6/3/2009,,,,,,,,,,,,,,,,,,,,,,,
9/3/2009,,,,,,,,,,,,,,,,,,,,,,,
10/3/2009,,,,,,,,,,,,,,,,,,,,,,,
11/3/2009,110,3,20090311,20090311,2009,1,Soybean,United States of America,74.6,75.7,9.35,205,1640,185,1185,9,2959,73,90,2988,3173,39.6,11
12/3/2009,,,,,,,,,,,,,,,,,,,,,,,
13/3/2009,,,,,,,,,,,,,,,,,,,,,,,
16/3/2009,,,,,,,,,,,,,,,,,,,,,,,
17/3/2009,,,,,,,,,,,,,,,,,,,,,,,
18/3/2009,,,,,,,,,,,,,,,,,,,,,,,
19/3/2009,,,,,,,,,,,,,,,,,,,,,,,
20/3/2009,,,,,,,,,,,,,,,,,,,,,,,
23/3/2009,,,,,,,,,,,,,,,,,,,,,,,
24/3/2009,,,,,,,,,,,,,,,,,,,,,,,
25/3/2009,,,,,,,,,,,,,,,,,,,,,,,
26/3/2009,,,,,,,,,,,,,,,,,,,,,,,
27/3/2009,,,,,,,,,,,,,,,,,,,,,,,
30/3/2009,,,,,,,,,,,,,,,,,,,,,,,
31/3/2009,,,,,,,,,,,,,,,,,,,,,,,
1/4/2009,,,,,,,,,,,,,,,,,,,,,,,
2/4/2009,,,,,,,,,,,,,,,,,,,,,,,
3/4/2009,,,,,,,,,,,,,,,,,,,,,,,
6/4/2009,,,,,,,,,,,,,,,,,,,,,,,
7/4/2009,,,,,,,,,,,,,,,,,,,,,,,
8/4/2009,,,,,,,,,,,,,,,,,,,,,,,
9/4/2009,111,4,20090409,20090409,2009,1,Soybean,United States of America,74.6,75.7,9.65,205,1635,165,1210,12,2959,73,94,3011,3176,39.6,9
10/4/2009,,,,,,,,,,,,,,,,,,,,,,,
13/4/2009,,,,,,,,,,,,,,,,,,,,,,,
14/4/2009,,,,,,,,,,,,,,,,,,,,,,,
15/4/2009,,,,,,,,,,,,,,,,,,,,,,,
16/4/2009,,,,,,,,,,,,,,,,,,,,,,,
17/4/2009,,,,,,,,,,,,,,,,,,,,,,,
20/4/2009,,,,,,,,,,,,,,,,,,,,,,,
21/4/2009,,,,,,,,,,,,,,,,,,,,,,,
22/4/2009,,,,,,,,,,,,,,,,,,,,,,,
23/4/2009,,,,,,,,,,,,,,,,,,,,,,,
24/4/2009,,,,,,,,,,,,,,,,,,,,,,,
27/4/2009,,,,,,,,,,,,,,,,,,,,,,,
28/4/2009,,,,,,,,,,,,,,,,,,,,,,,
29/4/2009,,,,,,,,,,,,,,,,,,,,,,,
30/4/2009,,,,,,,,,,,,,,,,,,,,,,,
1/5/2009,,,,,,,,,,,,,,,,,,,,,,,
4/5/2009,,,,,,,,,,,,,,,,,,,,,,,
5/5/2009,,,,,,,,,,,,,,,,,,,,,,,
6/5/2009,,,,,,,,,,,,,,,,,,,,,,,
7/5/2009,,,,,,,,,,,,,,,,,,,,,,,
8/5/2009,,,,,,,,,,,,,,,,,,,,,,,
11/5/2009,,,,,,,,,,,,,,,,,,,,,,,
12/5/2009,112,5,20090512,20090512,2009,1,Soybean,United States of America,75,76,9.45,130,1675,230,1260,12,3195,79,92,3107,3337,42.6,12
13/5/2009,,,,,,,,,,,,,,,,,,,,,,,
14/5/2009,,,,,,,,,,,,,,,,,,,,,,,
15/5/2009,,,,,,,,,,,,,,,,,,,,,,,
18/5/2009,,,,,,,,,,,,,,,,,,,,,,,
19/5/2009,,,,,,,,,,,,,,,,,,,,,,,
20/5/2009,,,,,,,,,,,,,,,,,,,,,,,
21/5/2009,,,,,,,,,,,,,,,,,,,,,,,
22/5/2009,,,,,,,,,,,,,,,,,,,,,,,
25/5/2009,,,,,,,,,,,,,,,,,,,,,,,
26/5/2009,,,,,,,,,,,,,,,,,,,,,,,
27/5/2009,,,,,,,,,,,,,,,,,,,,,,,
28/5/2009,,,,,,,,,,,,,,,,,,,,,,,
29/5/2009,,,,,,,,,,,,,,,,,,,,,,,
1/6/2009,,,,,,,,,,,,,,,,,,,,,,,
2/6/2009,,,,,,,,,,,,,,,,,,,,,,,
3/6/2009,,,,,,,,,,,,,,,,,,,,,,,
4/6/2009,,,,,,,,,,,,,,,,,,,,,,,
5/6/2009,,,,,,,,,,,,,,,,,,,,,,,
8/6/2009,,,,,,,,,,,,,,,,,,,,,,,
9/6/2009,,,,,,,,,,,,,,,,,,,,,,,
10/6/2009,113,6,20090610,20090610,2009,1,Soybean,United States of America,75,76,10,110,1675,210,1260,12,3195,79,92,3107,3317,42.6,10
11/6/2009,,,,,,,,,,,,,,,,,,,,,,,
12/6/2009,,,,,,,,,,,,,,,,,,,,,,,
15/6/2009,,,,,,,,,,,,,,,,,,,,,,,
16/6/2009,,,,,,,,,,,,,,,,,,,,,,,
17/6/2009,,,,,,,,,,,,,,,,,,,,,,,
18/6/2009,,,,,,,,,,,,,,,,,,,,,,,
19/6/2009,,,,,,,,,,,,,,,,,,,,,,,
22/6/2009,,,,,,,,,,,,,,,,,,,,,,,
23/6/2009,,,,,,,,,,,,,,,,,,,,,,,
24/6/2009,,,,,,,,,,,,,,,,,,,,,,,
25/6/2009,,,,,,,,,,,,,,,,,,,,,,,
26/6/2009,,,,,,,,,,,,,,,,,,,,,,,
29/6/2009,,,,,,,,,,,,,,,,,,,,,,,
30/6/2009,,,,,,,,,,,,,,,,,,,,,,,
1/7/2009,,,,,,,,,,,,,,,,,,,,,,,
2/7/2009,,,,,,,,,,,,,,,,,,,,,,,
3/7/2009,,,,,,,,,,,,,,,,,,,,,,,
6/7/2009,,,,,,,,,,,,,,,,,,,,,,,
7/7/2009,,,,,,,,,,,,,,,,,,,,,,,
8/7/2009,,,,,,,,,,,,,,,,,,,,,,,
9/7/2009,,,,,,,,,,,,,,,,,,,,,,,
10/7/2009,114,7,20090710,20090710,2009,1,Soybean,United States of America,76.5,77.5,9.3,110,1680,250,1275,10,3260,81,94,3130,3380,42.6,10
13/7/2009,,,,,,,,,,,,,,,,,,,,,,,
14/7/2009,,,,,,,,,,,,,,,,,,,,,,,
15/7/2009,,,,,,,,,,,,,,,,,,,,,,,
16/7/2009,,,,,,,,,,,,,,,,,,,,,,,
17/7/2009,,,,,,,,,,,,,,,,,,,,,,,
20/7/2009,,,,,,,,,,,,,,,,,,,,,,,
21/7/2009,,,,,,,,,,,,,,,,,,,,,,,
22/7/2009,,,,,,,,,,,,,,,,,,,,,,,
23/7/2009,,,,,,,,,,,,,,,,,,,,,,,
24/7/2009,,,,,,,,,,,,,,,,,,,,,,,
27/7/2009,,,,,,,,,,,,,,,,,,,,,,,
28/7/2009,,,,,,,,,,,,,,,,,,,,,,,
29/7/2009,,,,,,,,,,,,,,,,,,,,,,,
30/7/2009,,,,,,,,,,,,,,,,,,,,,,,
31/7/2009,,,,,,,,,,,,,,,,,,,,,,,
3/8/2009,,,,,,,,,,,,,,,,,,,,,,,
4/8/2009,,,,,,,,,,,,,,,,,,,,,,,
5/8/2009,,,,,,,,,,,,,,,,,,,,,,,
6/8/2009,,,,,,,,,,,,,,,,,,,,,,,
7/8/2009,,,,,,,,,,,,,,,,,,,,,,,
10/8/2009,,,,,,,,,,,,,,,,,,,,,,,
11/8/2009,,,,,,,,,,,,,,,,,,,,,,,
12/8/2009,115,8,20090812,20090812,2009,1,Soybean,United States of America,76.8,77.7,9.4,110,1670,210,1265,10,3199,80,94,3109,3320,41.7,12
13/8/2009,,,,,,,,,,,,,,,,,,,,,,,
14/8/2009,,,,,,,,,,,,,,,,,,,,,,,
17/8/2009,,,,,,,,,,,,,,,,,,,,,,,
18/8/2009,,,,,,,,,,,,,,,,,,,,,,,
19/8/2009,,,,,,,,,,,,,,,,,,,,,,,
20/8/2009,,,,,,,,,,,,,,,,,,,,,,,
21/8/2009,,,,,,,,,,,,,,,,,,,,,,,
24/8/2009,,,,,,,,,,,,,,,,,,,,,,,
25/8/2009,,,,,,,,,,,,,,,,,,,,,,,
26/8/2009,,,,,,,,,,,,,,,,,,,,,,,
27/8/2009,,,,,,,,,,,,,,,,,,,,,,,
28/8/2009,,,,,,,,,,,,,,,,,,,,,,,
31/8/2009,,,,,,,,,,,,,,,,,,,,,,,
1/9/2009,,,,,,,,,,,,,,,,,,,,,,,
2/9/2009,,,,,,,,,,,,,,,,,,,,,,,
3/9/2009,,,,,,,,,,,,,,,,,,,,,,,
4/9/2009,,,,,,,,,,,,,,,,,,,,,,,
7/9/2009,,,,,,,,,,,,,,,,,,,,,,,
8/9/2009,,,,,,,,,,,,,,,,,,,,,,,
9/9/2009,,,,,,,,,,,,,,,,,,,,,,,
10/9/2009,,,,,,,,,,,,,,,,,,,,,,,
11/9/2009,116,9,20090911,20090911,2009,1,Soybean,United States of America,76.8,77.7,9.1,110,1690,220,1280,10,3245,81,94,3145,3366,42.3,11
14/9/2009,,,,,,,,,,,,,,,,,,,,,,,
15/9/2009,,,,,,,,,,,,,,,,,,,,,,,
16/9/2009,,,,,,,,,,,,,,,,,,,,,,,
17/9/2009,,,,,,,,,,,,,,,,,,,,,,,
18/9/2009,,,,,,,,,,,,,,,,,,,,,,,
21/9/2009,,,,,,,,,,,,,,,,,,,,,,,
22/9/2009,,,,,,,,,,,,,,,,,,,,,,,
23/9/2009,,,,,,,,,,,,,,,,,,,,,,,
24/9/2009,,,,,,,,,,,,,,,,,,,,,,,
25/9/2009,,,,,,,,,,,,,,,,,,,,,,,
28/9/2009,,,,,,,,,,,,,,,,,,,,,,,
29/9/2009,,,,,,,,,,,,,,,,,,,,,,,
30/9/2009,,,,,,,,,,,,,,,,,,,,,,,
1/10/2009,,,,,,,,,,,,,,,,,,,,,,,
2/10/2009,,,,,,,,,,,,,,,,,,,,,,,
5/10/2009,,,,,,,,,,,,,,,,,,,,,,,
6/10/2009,,,,,,,,,,,,,,,,,,,,,,,
7/10/2009,,,,,,,,,,,,,,,,,,,,,,,
8/10/2009,,,,,,,,,,,,,,,,,,,,,,,
9/10/2009,117,10,20091009,20091009,2009,1,Soybean,United States of America,76.6,77.5,9,138,1690,230,1305,10,3250,79,94,3169,3398,42.4,9
12/10/2009,,,,,,,,,,,,,,,,,,,,,,,
13/10/2009,,,,,,,,,,,,,,,,,,,,,,,
14/10/2009,,,,,,,,,,,,,,,,,,,,,,,
15/10/2009,,,,,,,,,,,,,,,,,,,,,,,
16/10/2009,,,,,,,,,,,,,,,,,,,,,,,
19/10/2009,,,,,,,,,,,,,,,,,,,,,,,
20/10/2009,,,,,,,,,,,,,,,,,,,,,,,
21/10/2009,,,,,,,,,,,,,,,,,,,,,,,
22/10/2009,,,,,,,,,,,,,,,,,,,,,,,
23/10/2009,,,,,,,,,,,,,,,,,,,,,,,
26/10/2009,,,,,,,,,,,,,,,,,,,,,,,
27/10/2009,,,,,,,,,,,,,,,,,,,,,,,
28/10/2009,,,,,,,,,,,,,,,,,,,,,,,
29/10/2009,,,,,,,,,,,,,,,,,,,,,,,
30/10/2009,,,,,,,,,,,,,,,,,,,,,,,
2/11/2009,,,,,,,,,,,,,,,,,,,,,,,
3/11/2009,,,,,,,,,,,,,,,,,,,,,,,
4/11/2009,,,,,,,,,,,,,,,,,,,,,,,
5/11/2009,,,,,,,,,,,,,,,,,,,,,,,
6/11/2009,,,,,,,,,,,,,,,,,,,,,,,
9/11/2009,,,,,,,,,,,,,,,,,,,,,,,
10/11/2009,118,11,20091110,20091110,2009,1,Soybean,United States of America,76.6,77.5,9.2,138,1695,270,1325,8,3319,81,94,3195,3465,43.3,10
11/11/2009,,,,,,,,,,,,,,,,,,,,,,,
12/11/2009,,,,,,,,,,,,,,,,,,,,,,,
13/11/2009,,,,,,,,,,,,,,,,,,,,,,,
16/11/2009,,,,,,,,,,,,,,,,,,,,,,,
17/11/2009,,,,,,,,,,,,,,,,,,,,,,,
18/11/2009,,,,,,,,,,,,,,,,,,,,,,,
19/11/2009,,,,,,,,,,,,,,,,,,,,,,,
20/11/2009,,,,,,,,,,,,,,,,,,,,,,,
23/11/2009,,,,,,,,,,,,,,,,,,,,,,,
24/11/2009,,,,,,,,,,,,,,,,,,,,,,,
25/11/2009,,,,,,,,,,,,,,,,,,,,,,,
26/11/2009,,,,,,,,,,,,,,,,,,,,,,,
27/11/2009,,,,,,,,,,,,,,,,,,,,,,,
30/11/2009,,,,,,,,,,,,,,,,,,,,,,,
1/12/2009,,,,,,,,,,,,,,,,,,,,,,,
2/12/2009,,,,,,,,,,,,,,,,,,,,,,,
3/12/2009,,,,,,,,,,,,,,,,,,,,,,,
4/12/2009,,,,,,,,,,,,,,,,,,,,,,,
7/12/2009,,,,,,,,,,,,,,,,,,,,,,,
8/12/2009,,,,,,,,,,,,,,,,,,,,,,,
9/12/2009,,,,,,,,,,,,,,,,,,,,,,,
10/12/2009,119,12,20091210,20091210,2009,1,Soybean,United States of America,76.6,77.5,9.5,138,1695,255,1340,8,3319,81,94,3210,3465,43.3,10
11/12/2009,,,,,,,,,,,,,,,,,,,,,,,
14/12/2009,,,,,,,,,,,,,,,,,,,,,,,
15/12/2009,,,,,,,,,,,,,,,,,,,,,,,
16/12/2009,,,,,,,,,,,,,,,,,,,,,,,
17/12/2009,,,,,,,,,,,,,,,,,,,,,,,
18/12/2009,,,,,,,,,,,,,,,,,,,,,,,
21/12/2009,,,,,,,,,,,,,,,,,,,,,,,
22/12/2009,,,,,,,,,,,,,,,,,,,,,,,
23/12/2009,,,,,,,,,,,,,,,,,,,,,,,
24/12/2009,,,,,,,,,,,,,,,,,,,,,,,
25/12/2009,,,,,,,,,,,,,,,,,,,,,,,
28/12/2009,,,,,,,,,,,,,,,,,,,,,,,
29/12/2009,,,,,,,,,,,,,,,,,,,,,,,
30/12/2009,,,,,,,,,,,,,,,,,,,,,,,
31/12/2009,,,,,,,,,,,,,,,,,,,,,,,
1/1/2010,,,,,,,,,,,,,,,,,,,,,,,
4/1/2010,,,,,,,,,,,,,,,,,,,,,,,
5/1/2010,,,,,,,,,,,,,,,,,,,,,,,
6/1/2010,,,,,,,,,,,,,,,,,,,,,,,
7/1/2010,,,,,,,,,,,,,,,,,,,,,,,
8/1/2010,,,,,,,,,,,,,,,,,,,,,,,
11/1/2010,,,,,,,,,,,,,,,,,,,,,,,
12/1/2010,120,1,20100112,20100112,2010,1,Soybean,United States of America,76.4,77.5,9.65,138,1710,245,1375,8,3361,83,94,3262,3507,44,12
13/1/2010,,,,,,,,,,,,,,,,,,,,,,,
14/1/2010,,,,,,,,,,,,,,,,,,,,,,,
15/1/2010,,,,,,,,,,,,,,,,,,,,,,,
18/1/2010,,,,,,,,,,,,,,,,,,,,,,,
19/1/2010,,,,,,,,,,,,,,,,,,,,,,,
20/1/2010,,,,,,,,,,,,,,,,,,,,,,,
21/1/2010,,,,,,,,,,,,,,,,,,,,,,,
22/1/2010,,,,,,,,,,,,,,,,,,,,,,,
25/1/2010,,,,,,,,,,,,,,,,,,,,,,,
26/1/2010,,,,,,,,,,,,,,,,,,,,,,,
27/1/2010,,,,,,,,,,,,,,,,,,,,,,,
28/1/2010,,,,,,,,,,,,,,,,,,,,,,,
29/1/2010,,,,,,,,,,,,,,,,,,,,,,,
1/2/2010,,,,,,,,,,,,,,,,,,,,,,,
2/2/2010,,,,,,,,,,,,,,,,,,,,,,,
3/2/2010,,,,,,,,,,,,,,,,,,,,,,,
4/2/2010,,,,,,,,,,,,,,,,,,,,,,,
5/2/2010,,,,,,,,,,,,,,,,,,,,,,,
8/2/2010,,,,,,,,,,,,,,,,,,,,,,,
9/2/2010,121,2,20100209,20100209,2010,1,Soybean,United States of America,76.4,77.5,9.45,138,1720,210,1400,8,3361,83,94,3297,3507,44,9
10/2/2010,,,,,,,,,,,,,,,,,,,,,,,
11/2/2010,,,,,,,,,,,,,,,,,,,,,,,
12/2/2010,,,,,,,,,,,,,,,,,,,,,,,
15/2/2010,,,,,,,,,,,,,,,,,,,,,,,
16/2/2010,,,,,,,,,,,,,,,,,,,,,,,
17/2/2010,,,,,,,,,,,,,,,,,,,,,,,
18/2/2010,,,,,,,,,,,,,,,,,,,,,,,
19/2/2010,,,,,,,,,,,,,,,,,,,,,,,
22/2/2010,,,,,,,,,,,,,,,,,,,,,,,
23/2/2010,,,,,,,,,,,,,,,,,,,,,,,
24/2/2010,,,,,,,,,,,,,,,,,,,,,,,
25/2/2010,,,,,,,,,,,,,,,,,,,,,,,
26/2/2010,,,,,,,,,,,,,,,,,,,,,,,
1/3/2010,,,,,,,,,,,,,,,,,,,,,,,
2/3/2010,,,,,,,,,,,,,,,,,,,,,,,
3/3/2010,,,,,,,,,,,,,,,,,,,,,,,
4/3/2010,,,,,,,,,,,,,,,,,,,,,,,
5/3/2010,,,,,,,,,,,,,,,,,,,,,,,
8/3/2010,,,,,,,,,,,,,,,,,,,,,,,
9/3/2010,,,,,,,,,,,,,,,,,,,,,,,
